president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,All polls,1/20/2021,5/2/2017,5/5/2017,Gallup,B,1500,a,0.12125393,0,40,54,40.861441,52.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49699,78032,5/6/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/4/2017,5/6/2017,Gallup,B,1500,a,0.16124156,0,40,54,40.861441,52.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49700,78033,5/7/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/5/2017,5/7/2017,Gallup,B,1500,a,0.16081371,0,42,53,42.861441,51.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49702,78035,5/8/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/6/2017,5/8/2017,Gallup,B,1500,a,0.16048267,0,40,53,40.861441,51.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49706,78039,5/9/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/7/2017,5/9/2017,Gallup,B,1500,a,0.16017714,0,40,53,40.861441,51.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49714,78056,5/10/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/8/2017,5/10/2017,Gallup,B,1500,a,0.15982623,0,38,55,38.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49717,78059,5/11/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/9/2017,5/11/2017,Gallup,B,1500,a,0.15947724,0,41,54,41.861441,52.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49721,78064,5/12/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/10/2017,5/12/2017,Gallup,B,1500,a,0.15913016,0,40,55,40.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49722,78065,5/13/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/11/2017,5/13/2017,Gallup,B,1500,a,0.15878496,0,39,56,39.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49723,78066,5/14/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/12/2017,5/14/2017,Gallup,B,1500,a,0.15844162,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49729,78078,5/15/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/13/2017,5/15/2017,Gallup,B,1500,a,0.15861225,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49732,78081,5/16/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/14/2017,5/16/2017,Gallup,B,1500,a,0.15891466,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49740,78098,5/17/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/15/2017,5/17/2017,Gallup,B,1500,a,0.15882877,0,38,56,38.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49742,78100,5/18/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/16/2017,5/18/2017,Gallup,B,1500,a,0.15877446,0,38,56,38.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49746,78105,5/19/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/17/2017,5/19/2017,Gallup,B,1500,a,0.15872809,0,37,56,37.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49751,78117,5/20/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/18/2017,5/20/2017,Gallup,B,1500,a,0.15866611,0,38,56,38.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49752,78118,5/21/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/19/2017,5/21/2017,Gallup,B,1500,a,0.15860424,0,37,56,37.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49755,78121,5/22/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/20/2017,5/22/2017,Gallup,B,1500,a,0.15854248,0,38,56,38.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49758,78124,5/23/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/21/2017,5/23/2017,Gallup,B,1500,a,0.15848083,0,39,55,39.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49766,78141,5/24/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/22/2017,5/24/2017,Gallup,B,1500,a,0.15841928,0,39,55,39.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49782,78208,5/25/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/23/2017,5/25/2017,Gallup,B,1500,a,0.15844957,0,41,54,41.861441,52.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49784,78211,5/26/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/24/2017,5/26/2017,Gallup,B,1500,a,0.158503,0,41,54,41.861441,52.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49787,78214,5/27/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/25/2017,5/27/2017,Gallup,B,1500,a,0.15848741,0,42,53,42.861441,51.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49788,78215,5/28/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/26/2017,5/28/2017,Gallup,B,1500,a,0.15847183,0,42,53,42.861441,51.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49790,78217,5/29/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/27/2017,5/29/2017,Gallup,B,1500,a,0.15845627,0,41,54,41.861441,52.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49795,78228,5/30/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/28/2017,5/30/2017,Gallup,B,1500,a,0.15844072,0,41,53,41.861441,51.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49804,78250,5/31/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/29/2017,5/31/2017,Gallup,B,1500,a,0.15842519,0,40,54,40.861441,52.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49806,78253,6/1/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/30/2017,6/1/2017,Gallup,B,1500,a,0.15840967,0,39,55,39.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49809,78257,6/2/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/31/2017,6/2/2017,Gallup,B,1500,a,0.15839417,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49810,78258,6/3/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/1/2017,6/3/2017,Gallup,B,1500,a,0.15837868,0,36,58,36.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49814,78268,6/4/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/2/2017,6/4/2017,Gallup,B,1500,a,0.15842519,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49816,78270,6/5/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/3/2017,6/5/2017,Gallup,B,1500,a,0.15848741,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49818,78272,6/6/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/4/2017,6/6/2017,Gallup,B,1500,a,0.1585108,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49827,78291,6/7/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/5/2017,6/7/2017,Gallup,B,1500,a,0.15853423,0,37,58,37.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49829,78294,6/8/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/6/2017,6/8/2017,Gallup,B,1500,a,0.15855769,0,37,58,37.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49833,78298,6/9/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/7/2017,6/9/2017,Gallup,B,1500,a,0.15858118,0,39,56,39.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49838,78310,6/10/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/8/2017,6/10/2017,Gallup,B,1500,a,0.15860471,0,38,58,38.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49839,78311,6/11/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/9/2017,6/11/2017,Gallup,B,1500,a,0.15862827,0,36,59,36.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49841,78313,6/12/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/10/2017,6/12/2017,Gallup,B,1500,a,0.15868338,0,36,60,36.861441,58.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49844,78317,6/13/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/11/2017,6/13/2017,Gallup,B,1500,a,0.15874659,0,36,59,36.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49851,78334,6/14/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/12/2017,6/14/2017,Gallup,B,1500,a,0.15888653,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49856,78339,6/15/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/13/2017,6/15/2017,Gallup,B,1500,a,0.15905022,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49858,78341,6/16/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/14/2017,6/16/2017,Gallup,B,1500,a,0.15916794,0,39,55,39.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49865,78355,6/17/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/15/2017,6/17/2017,Gallup,B,1500,a,0.159286,0,39,55,39.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49866,78356,6/18/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/16/2017,6/18/2017,Gallup,B,1500,a,0.15940441,0,38,56,38.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49868,78358,6/19/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/17/2017,6/19/2017,Gallup,B,1500,a,0.15952318,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49872,78363,6/20/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/18/2017,6/20/2017,Gallup,B,1500,a,0.1596423,0,37,58,37.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49880,78380,6/21/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/19/2017,6/21/2017,Gallup,B,1500,a,0.15976177,0,39,56,39.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49884,78385,6/22/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/20/2017,6/22/2017,Gallup,B,1500,a,0.1599768,0,42,54,42.861441,52.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49888,78390,6/23/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/21/2017,6/23/2017,Gallup,B,1500,a,0.16021719,0,39,55,39.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49891,78394,6/24/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/22/2017,6/24/2017,Gallup,B,1500,a,0.1609348,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49892,78395,6/25/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/23/2017,6/25/2017,Gallup,B,1500,a,0.16179422,0,36,58,36.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49897,78406,6/26/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/24/2017,6/26/2017,Gallup,B,1500,a,0.16239411,0,39,57,39.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49899,78408,6/27/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/25/2017,6/27/2017,Gallup,B,1500,a,0.16299912,0,39,56,39.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49911,78430,6/28/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/26/2017,6/28/2017,Gallup,B,1500,a,0.16360932,0,40,56,40.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49916,78439,6/29/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/27/2017,6/29/2017,Gallup,B,1500,a,0.16422478,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49919,78442,6/30/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/28/2017,6/30/2017,Gallup,B,1500,a,0.16484558,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49924,78454,7/1/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/29/2017,7/1/2017,Gallup,B,1500,a,0.16547178,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49925,78455,7/2/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/30/2017,7/2/2017,Gallup,B,1500,a,0.16668307,0,39,56,39.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49927,78457,7/3/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/1/2017,7/3/2017,Gallup,B,1500,a,0.16807002,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49929,78459,7/4/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/2/2017,7/5/2017,Gallup,B,1500,a,0.12660792,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49940,78481,7/6/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/3/2017,7/6/2017,Gallup,B,1500,a,0.25210504,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49943,78485,7/7/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/5/2017,7/7/2017,Gallup,B,1500,a,0.16807002,0,38,56,38.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49947,78494,7/8/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/6/2017,7/8/2017,Gallup,B,1500,a,0.16807002,0,39,56,39.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49948,78495,7/9/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/7/2017,7/9/2017,Gallup,B,1500,a,0.16807002,0,39,56,39.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49950,78497,7/10/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/8/2017,7/10/2017,Gallup,B,1500,a,0.16807002,0,40,55,40.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49952,78499,7/11/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/9/2017,7/11/2017,Gallup,B,1500,a,0.16807002,0,40,55,40.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49962,78518,7/12/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/10/2017,7/13/2017,Gallup,B,1500,a,0.12496167,0,39,55,39.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49969,78531,7/14/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/11/2017,7/14/2017,Gallup,B,1500,a,0.24726836,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49971,78534,7/15/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/13/2017,7/15/2017,Gallup,B,1500,a,0.16380825,0,38,56,38.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49972,78535,7/16/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/14/2017,7/16/2017,Gallup,B,1500,a,0.16333396,0,39,56,39.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49976,78540,7/17/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/15/2017,7/17/2017,Gallup,B,1500,a,0.16299912,0,38,56,38.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49980,78546,7/18/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/16/2017,7/18/2017,Gallup,B,1500,a,0.16239411,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49988,78564,7/19/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/17/2017,7/19/2017,Gallup,B,1500,a,0.16179422,0,36,59,36.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49992,78569,7/20/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/18/2017,7/20/2017,Gallup,B,1500,a,0.16119937,0,37,58,37.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49994,78571,7/21/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/19/2017,7/21/2017,Gallup,B,1500,a,0.1606095,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50001,78585,7/22/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/20/2017,7/22/2017,Gallup,B,1500,a,0.16002455,0,39,55,39.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50002,78586,7/23/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/21/2017,7/23/2017,Gallup,B,1500,a,0.15944444,0,37,58,37.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50005,78589,7/24/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/22/2017,7/24/2017,Gallup,B,1500,a,0.15938289,0,36,59,36.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50009,78593,7/25/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/23/2017,7/25/2017,Gallup,B,1500,a,0.15945267,0,37,58,37.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50015,78610,7/26/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/24/2017,7/26/2017,Gallup,B,1500,a,0.15935753,0,39,55,39.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50019,78615,7/27/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/25/2017,7/27/2017,Gallup,B,1500,a,0.159286,0,39,54,39.861441,52.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50021,78617,7/28/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/26/2017,7/28/2017,Gallup,B,1500,a,0.15916794,0,39,56,39.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50026,78626,7/29/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/27/2017,7/29/2017,Gallup,B,1500,a,0.15905022,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50027,78627,7/30/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/28/2017,7/30/2017,Gallup,B,1500,a,0.15893286,0,37,59,37.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50029,78629,7/31/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/29/2017,7/31/2017,Gallup,B,1500,a,0.15881584,0,37,59,37.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50034,78634,8/1/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/30/2017,8/1/2017,Gallup,B,1500,a,0.15869916,0,36,60,36.861441,58.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50041,78648,8/2/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/31/2017,8/2/2017,Gallup,B,1500,a,0.15858283,0,36,58,36.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50044,78652,8/3/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/1/2017,8/3/2017,Gallup,B,1500,a,0.15855866,0,36,58,36.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50046,78654,8/4/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/2/2017,8/4/2017,Gallup,B,1500,a,0.15855769,0,37,55,37.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50048,78657,8/5/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/3/2017,8/5/2017,Gallup,B,1500,a,0.15854205,0,38,56,38.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50049,78658,8/6/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/4/2017,8/6/2017,Gallup,B,1500,a,0.15853423,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50054,78666,8/7/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/5/2017,8/7/2017,Gallup,B,1500,a,0.1585108,0,37,59,37.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50059,78672,8/8/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/6/2017,8/8/2017,Gallup,B,1500,a,0.15848741,0,36,58,36.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50068,78687,8/9/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/7/2017,8/9/2017,Gallup,B,1500,a,0.15846405,0,36,57,36.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50070,78690,8/10/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/8/2017,8/10/2017,Gallup,B,1500,a,0.15844072,0,37,56,37.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50073,78696,8/11/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/9/2017,8/11/2017,Gallup,B,1500,a,0.15841743,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50079,78706,8/12/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/10/2017,8/12/2017,Gallup,B,1500,a,0.15839417,0,36,59,36.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50081,78708,8/13/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/11/2017,8/13/2017,Gallup,B,1500,a,0.15840192,0,34,61,34.861441,59.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50083,78711,8/14/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/12/2017,8/14/2017,Gallup,B,1500,a,0.15841743,0,36,59,36.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50085,78713,8/15/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/13/2017,8/15/2017,Gallup,B,1500,a,0.15841743,0,36,58,36.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50094,78729,8/16/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/14/2017,8/16/2017,Gallup,B,1500,a,0.15841743,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50100,78740,8/17/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/15/2017,8/17/2017,Gallup,B,1500,a,0.15841743,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50102,78742,8/18/2017,11:47:59 20 Jan 2021
